Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
MAKA;Perro;Border Collie/Pastor Australiano;Hembra;6;18;Mediano;Blanco/Negro (Merle), Pelo Semilargo;Adiestramiento de Obediencia Avanzada (Obligatorio),Deportes Caninos (Agility/Flyball),Mucho Estímulo Mental Diario,Dueños con Experiencia en Razas de Trabajo;Altas Demandas de Estímulo Mental (Propensión a Neurosis);Si;Si;Si;Si;No;Hiperinteligente,Necesita Tarea,Fuerte (Mentalmente),Leal,Obsesiva (Pelota/Juguete),Alta Energía,Nerviosa (Sin Tarea),Fácil de Entrenar;Maka es una perra Border Collie muy inteligente y activa que necesita un trabajo. Sin suficiente estímulo mental, puede desarrollar comportamientos neuróticos.;Maka es una perra de 6 años hiperinteligente con una energía inagotable y una necesidad constante de aprender. Su Condición Especial (Altas Demandas de Estímulo Mental) es la clave para su felicidad. Necesita obligatoriamente un dueño que la integre en deportes caninos (Agility es ideal) o un trabajo de obediencia avanzada. Sin un 'trabajo', su mente se aburre rápidamente y puede volverse neurótica o destructiva. Es una compañera leal y motivada que sobresale en el entrenamiento, ideal para alguien que busque un proyecto de vida activa y mentalmente desafiante.
ESPERANZA;Gato;Europeo;Hembra;0;1.5;Cachorra;Atigrado/Gris/Blanco (Tabby), Pelo Corto;Revisiones Veterinarias Mensuales (6 meses),Pruebas de Control FIP (Obligatorio),Dieta de Alta Calidad para Recuperación,Entorno Libre de Estrés;Recuperación de Peritonitis Infecciosa Felina (FIP);Si;No;Si;Si;No;Cachorra,Juguetona,Resiliente,Necesita Recuperación,Mimos,Curiosa,Activa,Necesita Pruebas Médicas;Esperanza es una cachorra de 4 meses que superó con éxito un tratamiento contra el FIP. Está curada, pero necesita un seguimiento médico riguroso para asegurar su completa recuperación.;Esperanza es una cachorra de 4 meses llena de vida y un verdadero ejemplo de resiliencia. Ha superado con éxito el tratamiento para la Condición Especial (Recuperación de Peritonitis Infecciosa Felina, FIP) y está clínicamente curada. Sin embargo, su adopción es obligatoria con el compromiso de realizar revisiones veterinarias y pruebas de control FIP mensuales durante los próximos seis meses para confirmar la ausencia total de la enfermedad. Es juguetona, cariñosa y muy activa. Busca una familia que entienda su necesidad de cuidado post-tratamiento y que le dé un futuro sano y lleno de mimos.
RIKU;Perro;Dachshund/Terrier;Macho;14;6.5;Pequeño;Marrón, Pelo Corto;Hogar Sin Escaleras/Obstáculos (Obligatorio),Rutinas Estrictas (Paseos/Comida),Dueños Jubilados/Tranquilos,Manejo Gentil (No Asustar);Baja Visión,Ceguera Parcial,Cataratas Geriátricas;Si;Si;Si;Si;No;Senior,Ciego (Parcial),Tranquilo,Dócil,De Regazo,Necesita Rutina,Fragilidad,Baja Energía;Riku es un perro senior de 14 años, pequeño y dulce, cuya visión ha disminuido con la edad. Necesita un hogar tranquilo con rutinas para sentirse seguro.;Riku es un perro de 14 años, un pequeño senior cuyo mayor placer es dormir la siesta en un regazo cálido. Su Condición Especial (Baja Visión/Ceguera Parcial) requiere obligatoriamente un hogar tranquilo y predecible, sin cambios en el mobiliario ni obstáculos peligrosos (escaleras deben evitarse). Es el compañero perfecto para personas jubiladas o que teletrabajen, ya que su energía es muy baja y sus paseos son cortos. Es dócil y cariñoso, y necesita un manejo gentil que entienda su fragilidad y le ofrezca seguridad a través del olfato y la rutina.
JÚNIOR;Gato;Europeo;Macho;0;2.5;Pequeño;Atigrado/Gris/Negro, Pelo Corto;Medicamentos Diarios (Obligatorio),Entorno Interior Seguro (Acolchado),No Escaleras/Superficies Altas,Dueños con Experiencia Médica (Deseable);Hipoplasia Cerebelar y Epilepsia Controlada;Si;Si;Si;Si;No;Atáxico (Físico),Joven,Torpe,Cariñoso,Necesita Medicación,Equilibrado (Emocional),Juguetón (Suelo),Resiliente;Júnior es un gato joven de 6 meses con hipoplasia cerebelar (lo que le da un andar tambaleante) y epilepsia controlada con medicación. Es muy dulce y apto para ser adoptado por alguien comprometido con sus cuidados.;Júnior es un gato de 6 meses con un espíritu inquebrantable y una dulzura infinita. Su Condición Especial (Hipoplasia Cerebelar y Epilepsia Controlada) le hace caminar de forma tambaleante (ataxia), pero no le impide ser cariñoso y juguetón (principalmente a ras de suelo). Su adopción es obligatoria con el compromiso de administrar medicamentos diarios para controlar sus crisis epilépticas. Necesita un hogar interior seguro, sin acceso a escaleras altas. Júnior no necesita cura, solo un dueño que abrace su andar peculiar y se comprometa con su rutina médica. Es muy feliz y un verdadero luchador.
BARÓN;Perro;Shih Tzu/Maltés;Macho;11;5.0;Pequeño;Blanco, Pelo Largo;Compromiso con Aseo Diario (Obligatorio),Visitas a la Peluquería Regulares (Trimestre),Limpieza Ocular Diaria (Prevenir Manchas),Paseos Cortos (Baja Energía);Necesidades de Aseo Extensas (Pelo Largo y Epífora);Si;Si;Si;Si;No;Senior,Pelo Largo,Necesita Aseo,Calmo,Mimoso,De Regazo,Baja Energía,Fácil de Manejar,Afectuoso;Barón es un perro Senior pequeño que requiere mucho cuidado de su pelo largo y tiene un problema crónico de epífora (lagrimeo excesivo), que necesita limpieza diaria.;Barón es un pequeño Senior de 11 años, un perro de regazo con una personalidad tranquila y extremadamente dulce. Su Condición Especial (Necesidades de Aseo Extensas) es el requisito obligatorio de su adopción: su pelo largo y su epífora (lagrimeo excesivo) exigen cepillado diario para evitar nudos y la limpieza ocular diaria para prevenir infecciones y manchas. Es ideal para dueños jubilados o con mucho tiempo, ya que sus paseos son cortos y su mayor deseo es estar junto a su humano. Es un compañero afectuoso que solo pide dedicación a su belleza.
LÍA/LÍO;Perro;Beagle/Jack Russell Terrier;Hembra y Macho;1;9.0;Mediano/Pequeño;Lía: Blanca y Canela/ Lío: Tricolor, Pelo Corto;Adopción Conjunta Obligatoria,Mucha Actividad Diaria (Obligatorio),Adiestramiento de Obediencia (Necesario),Hogar Sin Ruidos Fuertes (Sensibles);Vínculo de Adopción Conjunta (Co-dependencia Leve);Si;Si;Si;Si;No;Vínculo Fuerte,Jóvenes,Alta Energía,Necesitan Ejercicio,Inseparables,Juguetones,Ladran (Alarma),Curiosos;Lía y Lío son dos hermanos inseparables que se han criado juntos. Son muy activos y co-dependientes, por lo que deben ir a un hogar que pueda manejar la energía de dos perros jóvenes.;Lía y Lío (1.5 años) son un Dúo Fiesta con una energía inagotable y un Vínculo de Adopción Conjunta inquebrantable, lo que hace su adopción obligatoria en pareja. Son extremadamente juguetones, curiosos y cariñosos. Necesitan mucha actividad diaria (jardín seguro y paseos largos) y un dueño que se comprometa con el adiestramiento de obediencia, ya que su entusiasmo conjunto puede ser abrumador. Son perfectos para una familia activa que entienda la co-dependencia y quiera duplicar la alegría perruna.
PAULA;Gato;Siamés/Oriental;Hembra;7;4.2;Mediano;Seal Point, Pelo Corto;Mascota Única Obligatoria (Sin Excepciones),Hogar Tranquilo (Sin Niños/Ruidos),Manejo Respetuoso (No Forzar Interacción),Rutinas Estrictas (Comida/Juego);Agresividad Territorial (Mascota Única);Si;Si;Si;Si;No;Territorial (Extrema),Vocal (Exige),Independiente,Mascota Única,Digna,Necesita Respeto,Cazadora,Inteligente;Paula es una gata de 7 años, inteligente y muy vocal. Es extremadamente territorial y solo puede vivir como mascota única en un ambiente tranquilo y sin cambios.;Paula es una gata de 7 años, inteligente y muy vocal, con una personalidad fuerte que exige respeto. Su Condición Especial (Agresividad Territorial) es un requisito obligatorio e innegociable: debe ser la mascota única en el hogar y no es apta para niños pequeños debido a su aversión al ruido y al manejo brusco. Una vez establecida la confianza, es cariñosa y leal, pero requiere un dueño que respete su espacio y mantenga rutinas estrictas. Es ideal para una persona o pareja que busque una compañía independiente pero afectuosa, dispuesta a ganar su afecto con paciencia y premios.
ISA;Perro;Galgo Español,Podenco;Hembra;5;20;Grande;Atigrado, Pelo corto;Hogar con Otro Perro Sociable/Confidente (Obligatorio),Dueños con Experiencia en Miedos,Ambiente Extremadamente Tranquilo,Manejo con Doble Correa (Seguridad);Miedo Extremo y Timidez (Síndrome del Perro Asustado);Si;Si;Si;Si;No;Miedosa,Tímida,Sumisa,Necesita Guía Canina,Sensible,Baja Confianza,Silenciosa,Dócil (Cuando confía);Isa es una galga/podenca muy asustadiza que fue rescatada de una situación difícil. Solo mejora su confianza si está con otro perro tranquilo que le sirva de modelo.;Isa es una perra de 5 años, elegante y con un corazón tierno, pero que sufre de Miedo Extremo y Timidez. Su Condición Especial (Síndrome del Perro Asustado) hace obligatoria su adopción en un hogar que ya cuente con otro perro adulto, sociable y confidente que le sirva de ancla y guía. Necesita un ambiente muy tranquilo y dueños con experiencia en el manejo de miedos. Es silenciosa y dócil, pero puede asustarse fácilmente con ruidos fuertes o movimientos bruscos. Con paciencia y el compañero canino adecuado, es capaz de mostrar su lado cariñoso y de regazo.
SOCIO;Gato;Europeo;Macho;3;5.5;Mediano/Grande;Negro, Pelo Corto;Hogar con Otros Gatos o Perros (Obligatorio),Altamente Sociable,Tolerante con Niños,Necesita Interacción Constante,Adiestramiento en Positivo;Dependencia Social Extrema (No Apto para Hogares Únicos);Si;Si;Si;Si;No;Sociable (Extremo),Dependiente (Socialmente),Tolerante,Cariñoso,Juguetón,Necesita Compañía,Gato de Fiesta,Confiado;Socio es un gato increíblemente extrovertido que ama a todo el mundo: gatos, perros y humanos. Sufre si se queda solo.;Socio es un gato negro de 3 años con una personalidad de "Gato de Fiesta": es cariñoso, juguetón y extremadamente sociable. Su Condición Especial (Dependencia Social Extrema) lo hace obligatorio para un hogar que ya cuente con otras mascotas sociables (gatos o perros) o donde siempre haya presencia humana (teletrabajo). Se estresa mucho si se encuentra solo por largos períodos y necesita interacción constante. Es ideal para familias numerosas o con muchos animales que busquen un gato que se integre instantáneamente y llene la casa de ronroneos y juegos.
MANCHAS;Perro;Fox Terrier/Schnauzer;Macho;7;12;Mediano;Blanco/Negro, Pelo Duro;Dieta Hipoalergénica Estricta (Obligatorio),Medicación Diaria (Control Picazón),Baños Terapéuticos Frecuentes,Revisiones Dermatológicas Periódicas;Dermatitis Alérgica Crónica (Alimentaria y Ambiental);Si;Si;Si;Si;No;Alérgico (Crónico),Necesita Rutina Médica,Agradecido,Juguetón (Moderado),Leal,Mediana Edad,Sensible (Piel),Cariñoso;Manchas es un perro cariñoso de 7 años que sufre de dermatitis alérgica severa, lo que lo hace rascarse si no sigue un tratamiento y una dieta estrictos.;Manchas es un perro de 7 años, de tamaño mediano, con una personalidad dulce y leal. Su Condición Especial (Dermatitis Alérgica Crónica) es un compromiso obligatorio de por vida: necesita una dieta hipoalergénica estricta, medicación oral diaria para controlar la picazón y baños terapéuticos regulares. Sin estos cuidados, sufre mucho. A cambio del esfuerzo médico, Manchas ofrece una compañía agradecida y cariñosa. Es juguetón, tranquilo en casa y el compañero perfecto para quienes entienden que el amor se demuestra también a través del compromiso con la salud.
SAETTA;Gato;Abisinio/Europeo;Hembra;2;3.8;Mediano;Atigrado, Pelo Corto;Juego Interactivo (Mínimo 30 minutos/día),Enriquecimiento Ambiental (Obligatorio: Estanterías/Rascadores),Apto para Perros Tranquilos,Entorno Activo;Necesidad de Alto Estímulo y Ejercicio (Aburrimiento);Si;Si;Si;Si;No;Alta Energía,Muy Activa,Inteligente,Necesita Juego,Curiosa,Inquisitiva,No De Regazo (Ocupada),Atlética;Saetta es una gata muy activa, típica de razas con mucha energía. Se aburre fácilmente y necesita un dueño que le dedique mucho tiempo al juego estructurado.;Saetta es una gata de 2 años, pura energía y cerebro. Su Condición Especial (Necesidad de Alto Estímulo y Ejercicio) la hace obligatoria para un dueño que disfrute el juego interactivo (mínimo 30 minutos diarios) y que pueda proporcionarle un enriquecimiento ambiental (árboles rascadores, juguetes de puzzle). No es una gata de regazo. Está demasiado ocupada explorando, cazando y resolviendo problemas. Es perfecta para una casa activa o con otras mascotas que acepten su nivel de juego, y busca un humano que desafíe su gran inteligencia.
CIRO;Perro;Mastín Español/San Bernardo;Macho;10;65;Gigante;Atigrado, Pelo Largo;Medicamentos para el Dolor Diarios (Obligatorio),Suelos Antideslizantes,No Escaleras/Saltos (Absoluto),Paseos Cortos y Suaves,Cama Ortopédica;Displasia de Cadera Severa y Artritis Geriátrica;Si;Si;Si;Si;No;Senior,Gigante,Artrosis (Físico),Calmo,Dócil,Leal,Necesita Medicación,Baja Movilidad,Afectuoso;Ciro es un perro gigante y noble que sufre de displasia y artritis, comunes a su tamaño y edad. Necesita un hogar que pueda manejar su tamaño y sus cuidados médicos.;Ciro es un gigante de 10 años con un corazón de oro, cuya nobleza solo es igualada por su tamaño. Su Condición Especial (Displasia de Cadera Severa y Artritis Geriátrica) requiere obligatoriamente medicamentos diarios para el dolor y un entorno adaptado: suelos antideslizantes y acceso cero a escaleras o saltos. Su movilidad es baja, y disfruta de paseos cortos y de la siesta en su cama ortopédica. Es dócil y un compañero leal y muy afectuoso, ideal para dueños tranquilos y con experiencia en razas grandes y sus necesidades geriátricas.
KLAY;Gato;Angora,Europeo;Hembra;8;4.5;Mediano;Gris, Pelo semilargo;Hogar Solo Adultos (Obligatorio),Habitación Segura para Introducción (Mínimo 1 Mes),Paciencia Extrema (Sin Forzar Contacto),Sin Ruidos Fuertes/Cambios Bruscos;Timidez Extrema y Miedo a Personas Desconocidas;Si;Si;Si;Si;No;Tímida (Extrema),Miedosa,Necesita Escondites,Pelo Semilargo,Mediana Edad,Silenciosa,Dócil (Al Tocar),Necesita Rutina;Klay es una gata de 8 años que ha pasado toda su vida con una sola persona y se asusta fácilmente con los extraños. Necesita un hogar adulto muy tranquilo y mucha paciencia.;Klay es una gata de 8 años, de belleza delicada y pelo semilargo. Sufre de Timidez Extrema y Miedo a Personas Desconocidas, una Condición Especial que requiere un adoptante con una paciencia infinita y la promesa de un Hogar Solo Adultos (obligatorio) y tranquilo. Es esencial que se le proporcione una habitación segura donde pueda aclimatarse lentamente sin ser forzada a interactuar. Es silenciosa y solo mostrará su afecto una vez que la confianza esté totalmente establecida. Es la compañera ideal para quien busca la recompensa de ganarse el amor de un alma sensible.
TANGO/RUMBA;Perro;Chihuahua/Caniche (Poodle);Macho y Hembra;12;3.5;Pequeño;Tango: Negro/ Rumba: Blanco y Gris, Pelo Rizado;Adopción Conjunta Obligatoria,Dieta Blanda/Semi-Húmeda,Hogar con Pocas Escaleras,Rutinas de Descanso Frecuentes;Vínculo de Adopción Conjunta y Condiciones Geriátricas Múltiples;Si;Si;Si;Si;No;Senior,Vínculo Fuerte,Inseparables,De Regazo,Baja Energía,Necesitan Paz,Afectuosos,Frágiles (Físico),Necesitan Dieta Blanda;Tango (12) y Rumba (10) son inseparables. Ambos son Senior, con problemas dentales y cardiacos leves, y buscan un hogar tranquilo para pasar sus últimos años juntos.;Tango (12) y Rumba (10) son la Dupla Dorada, pequeños Seniors con un Vínculo de Adopción Conjunta inquebrantable, lo que hace su adopción obligatoria en pareja. Vienen con Condiciones Geriátricas Múltiples (como problemas dentales y soplos cardíacos leves) que se manejan con medicación y una dieta blanda (obligatorio). Son la pareja perfecta para un hogar tranquilo y sin mucha actividad. Su energía es baja y aman acurrucarse en el regazo. Buscan un dueño que les ofrezca paz y amor en sus últimos años juntos.
LÚA;Gato;Sphynx/Devon Rex;Hembra;4;3.5;Mediano;Rosa Pálido/Gris, Piel expuesta;Mantenimiento de Temperatura (Obligatorio),Limpieza de Piel Semanal (Obligatorio),Ropa de Abrigo en Invierno,Revisiones Dermatológicas Periódicas,Solo Vida Interior;Necesidades de Termorregulación y Cuidado de la Piel (Sin Pelaje);Si;Si;Si;Si;No;Sin Pelo (Físico),Necesita Calor,Cariñosa,De Regazo,Juguetona,Inteligente,Mantenimiento Alto (Piel),Dependiente (Calor);Lúa es una gata sin pelo (o con muy poco pelo) que necesita cuidados especiales para su piel y para mantener su temperatura corporal, especialmente en invierno.;Lúa es una gata de 4 años de raza exótica con un corazón de regazo. Su Condición Especial (Necesidades de Termorregulación y Cuidado de la Piel) hace obligatorios varios compromisos: necesita mantener una temperatura cálida (a menudo con ropa de abrigo) y requiere baños o limpiezas de piel semanales para evitar la acumulación de grasa. No es apta para salir al exterior y necesita un ambiente interior estable. Lúa te recompensará con una calidez y un cariño que pocos gatos ofrecen, siempre buscando estar debajo de las mantas o encima de su persona favorita.
KOKI;Perro;Dogo Argentino/Pitbull;Macho;2;32;Grande;Blanco, Pelo Corto;Manejo por Dueño Fuerte/Experimentado (Obligatorio),Adiestramiento Estricto y Constante,Uso de Bozal para Paseos (Recomendado),No Apto con Gatos o Perros Pequeños;Necesidad de Control de Impulsos y Fuerza (Falta de Modales);Si;Si;Si;Si;No;Fuerte (Físico),Dominante (Juego),Impulsivo,Necesita Límites,Alta Energía,Necesita Adiestramiento,Juguetón (Brusco),Leal;Koki es un perro muy fuerte, joven y entusiasta, pero con poca educación formal. Necesita un dueño que pueda manejar su fuerza y enseñarle modales básicos.;Koki es un perro de 2 años, grande y poderoso, con una energía desbordante y una personalidad leal y juguetona. Su Condición Especial (Necesidad de Control de Impulsos y Fuerza) exige obligatoriamente un dueño fuerte, con experiencia en razas poderosas y dispuesto a imponer límites estrictos y adiestramiento constante. Aunque es dulce, su falta de modales y su entusiasmo le hacen ser brusco, por lo que no es apto para niños pequeños ni para personas mayores. Es fundamental comprometerse con su socialización controlada y con el manejo de la correa. Bruno es un diamante en bruto que espera un líder paciente y firme.
GARBANZO;Gato;Europeo;Macho;5;5.0;Mediano;Atigrado/Gris/Negro, Pelo Corto;Solo Vida Interior (Obligatorio),Revisiones Veterinarias Semestrales,Dieta de Apoyo Inmunológico,Apto para Convivir con Otros Gatos FIV+ o Solitario;Positivo en Virus de Inmunodeficiencia Felina (FIV+);Si;Si;Si;Si;No;FIV+,Asintomático,Tranquilo,Cariñoso,Necesita Interior,Confiado,Equilibrado,Dócil;Garbanzo es un gato FIV positivo, pero está completamente sano y asintomático. Necesita un hogar interior y puede vivir solo o con otros gatos FIV+.;Garbanzo es un gato de 5 años, dulce y tranquilo, con un temperamento equilibrado que lo convierte en un excelente compañero de regazo. Su Condición Especial (Positivo en Virus de Inmunodeficiencia Felina, FIV+) significa que su adopción es obligatoria con el compromiso de vida interior exclusiva y revisiones veterinarias semestrales. Actualmente está asintomático y puede vivir una vida larga y plena. Puede ser adoptado como gato único o convivir con otros gatos ya positivos. Es un amor que espera una familia que mire más allá de un diagnóstico para ver su gran corazón.
REX;Perro;Labrador/Boxer;Macho;4;28;Grande;Marrón/Blanco, Pelo Corto;Presencia Humana Constante (Teletrabajo/Jubilación Obligatoria),Terapia de Modificación de Conducta (Obligatorio),No Apto para Dejar Solo,Adiestramiento Positivo;Ansiedad por Separación Severa (Requiere Compañía 24/7);Si;Si;Si;Si;No;Dependiente (Emocional),Ansioso (Separación),Cariñoso,Necesita Compañía,Juguetón,Energético,Necesita Rutina,Inteligente;Rex es un perro maravilloso cuando su gente está cerca, pero destruye cosas o ladra sin parar cuando se queda solo, incluso por períodos cortos.;Rex es un perro de 4 años, grande y muy cariñoso, que se convierte en tu sombra y mejor amigo. Su Condición Especial (Ansiedad por Separación Severa) hace obligatoria su adopción por una persona o familia que garantice presencia humana constante (idealmente teletrabajo o jubilación), ya que no puede quedarse solo sin sufrir un ataque de pánico y comportamientos destructivos. Rex necesita terapia de modificación de conducta y un dueño que use el adiestramiento positivo para ayudarle a gestionar su dependencia. A cambio, ofrece una lealtad incondicional y una alegría contagiosa.
GALA;Gato;Europeo;Hembra;9;8.5;Grande;Calicó, Pelo Corto;Dieta Veterinaria de Pérdida de Peso (Obligatoria/Estricta),Ejercicio de Baja Intensidad (Juego, No Correr),Monitoreo Constante del Peso (Riesgo de Diabetes),No Comida Ilimitada;Obesidad Extrema y Alto Riesgo de Diabetes;Si;Si;Si;Si;No;Obesa (Físico),Necesita Dieta,Sedentaria,Calma,Cariñosa,Glotona,Mediana Edad,Perezosa,Manejo de Porciones;Gala es una gata dulce de 9 años que pesa 8.5 kg y necesita perder peso urgentemente para evitar la diabetes y problemas articulares. Requiere un dueño muy estricto con la comida.;Gala es una gata de 9 años, dulce y muy tranquila. Su Condición Especial (Obesidad Extrema y Alto Riesgo de Diabetes) requiere un compromiso obligatorio de por vida con una dieta veterinaria estricta y controlada por porciones. Pesa 8.5 kg y debe perder peso para prevenir problemas de salud graves. Necesita un dueño que sea firme con la comida y la anime a hacer ejercicio de baja intensidad a través del juego. Es la compañera perfecta para un hogar que busque una presencia tranquila y esté dispuesto a ofrecerle un estilo de vida saludable.
ECHO;Perro;Cocker Spaniel/Setter Inglés;Hembra;6;16;Mediano;Rojo/Blanco/Moteado, Pelo Semilargo;Adiestramiento en Lenguaje de Señas (Obligatorio),Jardín o Balcón Asegurado (Doble Valla),No Soltar sin Correa Larga,Dueño Atento y Consistente;Sordera Total Congénita;Si;Si;Si;Si;No;Sorda (Físico),Necesita Señales,Inteligente,Cariñosa,Observadora,Juguetona,Necesita Atención,Alerta (Visual);Echo es una perra sorda de nacimiento. Es muy inteligente y aprende rápido, pero necesita un dueño que se comprometa a usar lenguaje de señas para comunicarse y garantizar su seguridad en todo momento.;Echo es una perra de 6 años, amorosa y con una inteligencia notable. Su Condición Especial (Sordera Total Congénita) hace obligatoria la comunicación mediante lenguaje de señas (visual) y un entorno altamente seguro: nunca debe soltarse sin correa larga y el jardín debe tener doble seguridad. Es extremadamente observadora y aprende las señales rápidamente. Es cariñosa, juguetona y un recordatorio de que la comunicación va más allá del sonido. Busca un dueño atento y consistente que vea su sordera como una oportunidad para un vínculo único.
AURA;Gato;Europeo;Hembra;13;4.0;Mediano;Atigrado/Gris/Blanco, Pelo Corto;Medicamento Oral Diario (Obligatorio),Controles de T4 Semestrales,Dieta Geriátrica,Ambiente Tranquilo (Senior),Mucha Paciencia;Hipertiroidismo Felino Crónico;Si;Si;Si;Si;No;Senior,Necesita Medicación,Dócil (Manejo),Cariñosa,Tímida (Inicialmente),Tranquila,Rutina Estricta,Compañía Ideal;Aura es una gata Senior que requiere medicación de por vida para controlar su hipertiroidismo. Es tímida pero muy dulce, y una vez que te conoce, es una compañera muy fiel.;Aura es una gata Senior de 13 años, una dulzura tranquila que solo busca un regazo. Su Condición Especial (Hipertiroidismo Felino Crónico) requiere un compromiso obligatorio de medicamento oral diario y controles veterinarios semestrales. Esta condición es común y completamente manejable, pero exige consistencia. Aunque es tímida al principio, Aura es excepcionalmente dócil para el manejo médico y, una vez que se siente segura, se transforma en la compañía más cálida y fiel. Es la joya Senior ideal para un hogar tranquilo.
HOUDINI;Perro;Dachshund/Pinscher Miniatura;Macho;2;6.5;Pequeño;Negro, Pelo Corto;Jardín/Patio 100% Asegurado (Obligatorio - Sin Huecos),Supervisión Constante en Exteriores,Adiestramiento en Llamada,Mucha Estimulación Mental (Juegos de Olfato);Conducta Escapista Aguda (Excava y Trepa);Si;Si;Si;Si;No;Escapista (Extremo),Curioso,Excava (Necesidad),Juguetón,Alta Inteligencia,Atlético,Necesita Límites,Energético;Houdini es un perro pequeño, increíblemente listo y atlético, que ha perfeccionado el arte de escapar. Necesita un hogar con perímetros sólidos y que le ofrezca retos mentales.;Houdini es un Dachshund/Pinscher de 2 años, pequeño pero con una gran mente y energía. Su Condición Especial (Conducta Escapista Aguda) hace obligatorio su hogar en un entorno con vallas o muros 100% seguros y sin huecos, ya que excava y busca la forma de trepar para explorar. Es un perro inteligente, juguetón y muy curioso. Necesita mucha estimulación mental (como juegos de olfato) para canalizar su energía. Es cariñoso y el mejor compañero para alguien activo que pueda superar sus retos de seguridad y adiestramiento.
CÍCERO, GUÍA;Gato;Europeo;Macho y Hembra;5;5;Mediano;Cícero: Blanco (Ojos Azules), Guía: Negro Sólido, Pelo Corto;Adopción Conjunta Obligatoria,Entorno Interior Estable (No Mover Muebles),Rampa/Escalones de Acceso,Hogar Tranquilo (Sin Ruidos Fuertes);Vínculo de Adopción Conjunta y Ceguera Parcial (Cícero);Si;Si;Si;Si;No;Vínculo Fuerte,Ciego Parcial (Físico),Guía (Compañera),Tranquilos,Necesitan Rutina,Afectuosos,Dependientes (El uno del otro),Manejo Gentil;Cícero y Guía son inseparables. Cícero tiene ceguera parcial y Guía, que es vidente, le sirve de "ojos" y seguridad. Deben ser adoptados juntos.;Cícero (6) y Guía (5) son una pareja extraordinaria, conocida como el Vínculo Visual, cuya adopción es obligatoria y conjunta. Cícero tiene Ceguera Parcial y se apoya totalmente en su compañera Guía (negra), que le ofrece confianza y orientación. Necesitan un hogar tranquilo, interior y estable donde los muebles no se muevan, facilitando así la navegación de Cícero. Ambos son cariñosos, tranquilos y se acurrucan juntos. Buscan un dueño que entienda que, juntos, su discapacidad es insignificante, y que están listos para ofrecer el doble de amor.
TETE;Perro;Border Collie,Pastor Australiano;Macho;3;21;Mediano,Grande;Azul, Pelo Semilargo;Ejercicio Intenso Diario,Trabajo Mental y Obediencia (Obligatorio),No Apto con Gatos o Animales Pequeños (Instinto de Presa),Dueños Activos y Deportistas;Necesidad de Trabajo Mental y Físico Extremo (Instinto de Pastoreo Agudo);Si;Si;Si;Si;No;Alta Energía (Extrema),Inteligente,Instinto de Pastoreo,Necesidad de Trabajar,Juguetón,Atento,Destructor (Si se aburre),No Apto para Novatos;Tete es un perro de trabajo puro, extremadamente inteligente y enérgico, con un fuerte instinto de pastoreo que, si no se canaliza, puede llevar a comportamientos no deseados.;Tete es un perro de 3 años, de raza Pastor, con una inteligencia y energía asombrosas. Su Condición Especial (Necesidad de Trabajo Mental y Físico Extremo) hace obligatoria su adopción por dueños muy activos o deportistas que puedan proporcionarle ejercicio intenso y trabajo mental diario (como agility o entrenamiento avanzado). Tiene un Instinto de Pastoreo Agudo, por lo que no es apto para convivir con gatos, niños pequeños o animales de granja. Si se aburre, puede ser destructivo. Tete busca un compañero que vea en él el potencial para un atleta canino y un socio leal.
FIONA;Gato;Siamés,Ragdoll;Hembra;1;4.2;Mediano;Point (Seal), Pelo Semilargo;Dieta Veterinaria Renal (Obligatoria),Fuente de Agua (Fomenta Beber),Atención Constante,Interacción Vocal (Responde a Maullidos),Hogar que Tolere Ruido;Necesidad de Atención Vocal y Dieta Renal Preventiva (Insuficiencia Leve);Si;Si;Si;Si;No;Vocal (Extremo),Cariñosa,De Regazo,Juguetona,Necesita Atención,Necesita Dieta,Inteligente,Ruidosa;Fiona es una gata muy joven que ha desarrollado problemas renales leves, manejados con dieta. Es famosa por ser extremadamente "habladora" (vocal).;Fiona es una gata con una personalidad extremadamente vocal y cariñosa. Su Condición Especial (Necesidad de Atención Vocal y Dieta Renal Preventiva) significa dos cosas: primero, su hogar debe tolerar una gata muy "habladora" y, segundo, su salud requiere obligatoriamente una dieta veterinaria renal estricta para mantener sus riñones estables. Es de regazo, ama la atención y es muy interactiva. Fiona busca una familia que no solo le dé amor, sino también consistencia médica y conversaciones interminables.
